sha	scope	path_or_hunk	decision	reason	target_batch
f03af516c086d76c1d7a4741641e9099d6104ccc	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
bb1da296298a034393b7c1e01eb5369a64a64bbd	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-misc
77780e0ddd17859e3d6ccff5e79cfc7466e40c2f	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-misc
fe04cf873f07b97000da155fd5c561545eb5ee68	commit	all	slice2	provisional: Slice 2 feature path(s) only	slice2-feature
8b846e612280a6ced38f8d52371466261e9ee0d7	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Confirmed cold: touches no com.shatteredpixel game class. cold-code classification upheld. Prior: provisional: cold code (general engine/tuning)	cold-code
2b2bf9dfd89f56a526f1e043fe5058859686642b	commit	all	slice2	reviewed: Reviewed as deferred Slice 2 feature work: fixed layout errors in zh/jp on journal scene title.	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	commit	all	mixed	reviewed: Generic translation bundles contain v2.5 feature strings and are deferred whole-file to Slice 2; upstream version and changelog paths remain excluded.	frontier-mixed
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	build.gradle	excluded	reviewed: override -	excluded-reviewed
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_be.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_cs.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_de.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_el.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_es.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_fr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_hu.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_in.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_it.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_ja.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_ko.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_nl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_pl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_pt.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_ru.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_tr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_uk.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_vi.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/actors/actors_zh.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_be.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_cs.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_de.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_el.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_es.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_fr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_hu.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_in.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_it.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_ja.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_ko.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_nl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_pl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_pt.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_ru.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_tr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_uk.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_vi.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/items/items_zh.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_be.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_cs.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_de.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_el.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_es.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_fr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_hu.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_in.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_it.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_ja.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_ko.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_nl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_pl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_pt.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_ru.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_tr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_uk.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_vi.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/journal/journal_zh.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_be.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_cs.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_de.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_el.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_es.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_fr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_hu.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_in.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_it.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_ja.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_ko.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_nl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_pl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_pt.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_ru.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_tr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_uk.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_vi.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/levels/levels_zh.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_be.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_cs.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_de.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_el.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_es.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_fr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_hu.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_in.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_it.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_ja.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_ko.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_nl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_pl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_pt.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_ru.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_tr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_uk.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_vi.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/misc/misc_zh.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/plants/plants_fr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/plants/plants_hu.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/plants/plants_pl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/plants/plants_uk.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/private/private_be.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_be.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_cs.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_de.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_el.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_es.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_fr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_hu.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_in.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_it.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_ja.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_ko.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_nl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_pl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_pt.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_ru.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_tr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_uk.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_vi.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/scenes/scenes_zh.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_be.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_cs.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_de.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_el.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_es.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_fr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_hu.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_in.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_it.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_ja.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_ko.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_nl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_pl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_pt.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_ru.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_tr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_uk.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_vi.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/ui/ui_zh.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_be.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_cs.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_de.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_el.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_es.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_fr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_hu.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_in.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_it.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_ja.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_ko.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_nl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_pl.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_pt.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_ru.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_tr.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_uk.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_vi.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/assets/messages/windows/windows_zh.properties	slice2	reviewed: override -	slice2-feature
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/WelcomeScene.java	excluded	reviewed: override -	excluded-upstream-docs
ad165fc5d035decebc1d5d679e75c84a4ca59a54	path	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/changelist/v2_X_Changes.java	excluded	reviewed: override -	excluded-upstream-docs
3cc21b55a8505e8396d482aa69576591a630a6b6	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
2a1f46b21c18598ec8088afe9df4bee0c5909534	commit	all	excluded	reviewed: Upstream app-version and changelog or welcome metadata are excluded; they do not implement CPDU engine or tuning behavior.	frontier-mixed
2a1f46b21c18598ec8088afe9df4bee0c5909534	path	build.gradle	excluded	reviewed: override -	excluded-reviewed
a0cec969c8973ee30abd67c86adf3e79da85bf01	commit	all	slice2	provisional: Slice 2 feature path(s) only	slice2-feature
d9cb56c2dcc9c22ea7c621471e63d80772ec917a	commit	all	excluded	reviewed: Upstream app-version and changelog or welcome metadata are excluded; they do not implement CPDU engine or tuning behavior.	frontier-mixed
d9cb56c2dcc9c22ea7c621471e63d80772ec917a	path	build.gradle	excluded	reviewed: override -	excluded-reviewed
d167ce29f1b709292fd118a96a9ea6e417c5eb5b	commit	all	slice1	reviewed: Reviewed as Slice 1 engine or tuning work: adjusted melee acc talents to work with unarmed melee attacks.	hotspot-hero
7b7a4656d17902f2c1214dc72e4abd5298f66022	commit	all	slice2	reviewed: Every functional hunk supports deferred Slice 2 feature work: upgrade window now shows uses left and re-shows on un-ided item.	frontier-mixed
7b7a4656d17902f2c1214dc72e4abd5298f66022	path	core/src/main/assets/messages/windows/windows.properties	slice2	reviewed: override -	slice2-feature
46eec8265a99221241977f3eab77b2a9c260eaa9	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Touches only classes present in CPDU (or created by another in-range slice1 commit); no MiningLevel/Crystal/Gnoll/Blacksmith-quest or Dungeon.branch reference on added lines. Unintegrated Slice 1 candidate, area-bucketed for Tasks 16-20. Hunk review still required. Prior: provisional: cold code (general engine/tuning)	triaged-item
4da36ed3fa06245308f5aba71c22d14d0f411bb7	commit	all	slice1	TRIAGE 2026-07-25 (machine, git+code-graph; NOT a human hunk review). Confirmed cold: touches no com.shatteredpixel game class. cold-code classification upheld. Prior: provisional: cold code (general engine/tuning)	cold-code
79ed98b25b99dcfccf300c2f259f8576e376579b	commit	all	mixed	reviewed: The Hero-window keybind is independent Slice 1 UI tuning; the Journal-window keybind is deferred to Slice 2.	slice2-feature
