sha	release_band	subject	touched_paths	provisional_category
38774831911d240101855fce67c0b95f40514b33	v2.4.2..v2.5.4	v2.5.0: removed tracking extensions from URLs in game	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/AboutScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/NewsScene.java	general
9ebf0357ef382b58b5fd56543f28eff75a318f02	v2.4.2..v2.5.4	v2.5.0: adjusted some special rooms to no longer throw out cursed items	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/secret/SecretMazeRoom.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/PoolRoom.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/SentryRoom.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/TrapsRoom.java	general
ea3d9db28508a3c73f737de0f44d13d8984f7082	v2.4.2..v2.5.4	v2.5.0: Various dmg numbers buffs to duelist abilities, and 1 nerf:	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Glaive.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Greataxe.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Greatsword.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Katana.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Longsword.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Rapier.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Shortsword.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Spear.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Sword.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Whip.java	general
71fac8fa25400442e85788239ef637670429c998	v2.4.2..v2.5.4	v2.5.0: fixed WndUpgrade using incorrect values for armor blocking	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndUpgrade.java	slice2-candidate
90d14838ae5a40d61e6a1242d8b43ca1d43ec439	v2.4.2..v2.5.4	v2.5.0: Ring balance changes:	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfEnergy.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfForce.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfHaste.java	general
525571f044a109f0cda52e146da291b6e2083a0f	v2.4.2..v2.5.4	v2.5.0: fixed cases where Yog wouldn't immediately move to final phase	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/YogDzewa.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/YogFist.java	general
ea226259e9400cc714d6314bdce23a59f06be163	v2.4.2..v2.5.4	v2.5.0: reverted a v2.4 change I think was affecting Android start times	SPD-classes/src/main/java/com/watabou/utils/FileUtils.java	general
7e5774906e9da950384eebee4994462802290e74	v2.4.2..v2.5.4	v2.5.0: mimic tooth now causes mimics to drop more loot	core/src/main/assets/messages/items/items.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/EbonyMimic.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Mimic.java	general
ed6d26e0a7972247416d7257b77738c0b912f97a	v2.4.2..v2.5.4	v2.5.0: mimics are now sneaky if hero had mimic tooth when they spawned	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/EbonyMimic.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Mimic.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/Dungeon.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/Level.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/GameScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/MimicSprite.java	hotspot
b2cc9f38039e0e317b2153220f8b8c6ea452106d	v2.4.2..v2.5.4	v2.5.0: bonus cursed zaps from wondrous resin are now always positive	core/src/main/assets/messages/items/items.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/mage/WildMagic.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/WondrousResin.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/Wand.java	slice2-candidate
e4d08e9ca0f0b1fbed75b0d44db1ac0317ca1bea	v2.4.2..v2.5.4	v2.5.0: changed time for day/night, gave sundial a daytime effect	core/src/main/assets/messages/items/items.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/DimensionalSundial.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/SurfaceScene.java	slice2-candidate
0577817234f5902c9afed4284af33254479ec8b0	v2.4.2..v2.5.4	v2.5.0: adjusted 13 leaf clover, now only affects hero damage rolls	core/src/main/assets/messages/items/items.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/Burning.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/HoldFast.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/Char.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/duelist/ElementalStrike.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/huntress/SpiritHawk.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/mage/ElementalBlast.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/mage/WarpBeacon.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/rogue/ShadowClone.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/rogue/SmokeBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/warrior/HeroicLeap.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/warrior/Shockwave.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/Hero.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/ArmoredStatue.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Bat.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Bee.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Brute.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Crab.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/CrystalGuardian.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/CrystalSpire.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/CrystalWisp.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DemonSpawner.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DM100.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DM200.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DM201.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DM300.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DwarfKing.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Elemental.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Eye.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/FetidRat.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/FungalSentry.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Ghoul.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Gnoll.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/GnollGeomancer.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/GnollGuard.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/GnollSapper.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Golem.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Goo.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Guard.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Mimic.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Monk.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Necromancer.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/MirrorImage.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/PrismaticImage.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Piranha.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Pylon.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Rat.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/RipperDemon.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/RotHeart.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/RotLasher.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Scorpio.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Senior.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Shaman.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Skeleton.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Slime.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Snake.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/SpectralNecromancer.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Spinner.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Statue.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Succubus.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Swarm.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Tengu.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Thief.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/TormentedSpirit.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Warlock.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Wraith.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/YogDzewa.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/YogFist.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/armor/glyphs/AntiMagic.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/artifacts/CapeOfThorns.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/artifacts/DriedRose.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/ArcaneBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/Bomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/HolyBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/ShockBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/bombs/ShrapnelBomb.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/KindOfWeapon.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfForce.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/ThirteenLeafClover.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/DamageWand.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/WandOfBlastWave.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/WandOfLivingEarth.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/WandOfWarding.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/enchantments/Blazing.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/AssassinsBlade.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Dagger.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/Dirk.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/MeleeWeapon.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/missiles/darts/HolyDart.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/missiles/darts/ShockingDart.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/missiles/Kunai.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/missiles/MissileWeapon.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/missiles/ThrowingKnife.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/SpiritBow.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/CavesBossLevel.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/features/Chasm.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/SentryRoom.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/DisintegrationTrap.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/GeyserTrap.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/GnollRockfallTrap.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/PoisonDartTrap.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/RockfallTrap.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/WornDartTrap.java	slice2-candidate
e93d5da65d75b03ca60ea722ded63776df05bc6a	v2.4.2..v2.5.4	v2.5.0: nerfed dew drops from grassy floors, reduced mossy clump cost	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/MossyClump.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/features/HighGrass.java	slice2-candidate
3bd6e414125f986f205a954df23da330b2923916	v2.4.2..v2.5.4	v2.5.0: fixed cursed wand mimic transmogs floating on chasms	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/CursedWand.java	slice2-candidate
f64f84fac4b074e89494eb0246ed96424cb99be9	v2.4.2..v2.5.4	v2.5.0: fixed exotic crystal rarely affecting crystal path room item gen	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/CrystalPathRoom.java	general
a6fe68317d9bbc56a9bbf7fd1e5078e9eef859a1	v2.4.2..v2.5.4	v2.5.0: Substantially improved alchemy UI, mainly for larger screens	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/AlchemyScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java	slice2-candidate
72f6ee79929002b21b83f074dafd5f871b34e579	v2.4.2..v2.5.4	v2.5.0: made a couple corrections and tweaks to changes scene layout	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/ChangesScene.java	general
02728ae770de42d0e5725ecd750350f228790fbe	v2.4.2..v2.5.4	v2.5.0: fixed custom item notes not properly assigning ID	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/journal/Notes.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/CustomNoteButton.java	slice2-candidate
a0225ad4a34e82654db06c19add8349f17015f3d	v2.4.2..v2.5.4	v2.5.0: fixed missing punctuation with scroll of siren's song.	core/src/main/assets/messages/items/items.properties	localization
80abc8376d7d93188a4ababd82c332c1d55d739c	v2.4.2..v2.5.4	v2.5.0: added icons to the title of each of the game's main scenes	core/src/main/assets/messages/scenes/scenes.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/ChangesScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/JournalScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/NewsScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/RankingsScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/StartScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/SupporterScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/IconTitle.java	slice2-candidate
53139c9e5c0453daaf427d19a3814d7ebb08d892	v2.4.2..v2.5.4	v2.5.0: renamed badges scene to journal scene	core/src/main/assets/messages/scenes/scenes.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/BadgesScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/JournalScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/TitleScene.java	slice2-candidate
ebaace5f946aaf41760d0997f41f108bd6907c8a	v2.4.2..v2.5.4	v2.5.0: added full journal functionality to the badges scene	core/src/main/assets/messages/items/items.properties;core/src/main/assets/messages/windows/windows.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Item.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/potions/Potion.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/Ring.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/Scroll.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/BadgesScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/ItemSlot.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/ScrollingGridPane.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java	slice2-candidate
3dbcfef056cfe5c70c0bd4c9f734c714fe164a1e	v2.4.2..v2.5.4	v2.5.0: added a badges tab to the journal window	core/src/main/assets/messages/windows/windows.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/PixelScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/BadgesGrid.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/changelist/v0_6_X_Changes.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/Icons.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndBadge.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java	slice2-candidate
37ec66254b926b21fd577291c87ef3f54289c741	v2.4.2..v2.5.4	v2.5.0: fixed incorrect use of the shadowbox asset in interlevelscene	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/InterlevelScene.java	general
4071a47a5612e5cc0744f1dbcafe7c335603bdc8	v2.4.2..v2.5.4	v2.5.0: finished custom note functionality!	core/src/main/assets/messages/ui/ui.properties;core/src/main/assets/messages/windows/windows.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/EquipableItem.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Item.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/potions/Potion.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/Ring.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/Scroll.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/journal/Notes.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/PixelScene.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/CustomNoteButton.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndBag.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java	slice2-candidate
5139de28002375f66ad2b9a74f2371ac30a26717	v2.4.2..v2.5.4	v2.5.0: code improvements to item desc vs. item info methods	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/armor/Armor.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/artifacts/Artifact.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/food/Pasty.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/potions/Potion.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/Ring.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/Scroll.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/Trinket.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/Wand.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Waterskin.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/MeleeWeapon.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/missiles/MissileWeapon.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/SpiritBow.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/plants/Plant.java	slice2-candidate
1d671239f31f6895ce709194645d0213726359b9	v2.4.2..v2.5.4	v2.5.0: slightly adjusted spacing for item slots and item buttons	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/ItemButton.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/ItemSlot.java	general
b0b2a32a846d924410237e4a5b58d2c9bb0292a6	v2.4.2..v2.5.4	v2.5.0: fixed the position of secondary icons in the journal grid UI	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/ScrollingGridPane.java	slice2-candidate
8e99b51cf905028aa78029917c5db7e3729de8f9	v2.4.2..v2.5.4	v2.5.0: added functionality for custom note! Only plain text notes atm	core/src/main/assets/messages/ui/ui.properties;core/src/main/assets/messages/windows/windows.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/journal/Notes.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/CustomNoteButton.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java	slice2-candidate
e8ea9da26e8b1470b9eedfb9d40e1639904a6e81	v2.4.2..v2.5.4	v2.5.0: fixed ratmog killing enemies twice if transmogged over pits	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/Ratmogrify.java	general
651cc8631a7f9ae9156dc6dd16828f69765561df	v2.4.2..v2.5.4	v2.5.0: fixed sealed level resetting not clearing bomb fuses	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/Level.java	hotspot
6a6e049f4ff8b2c00e2809b8d131b29b47af8099	v2.4.2..v2.5.4	v2.5.0: fixed cases where traps rooms could spawn large enough to make getting the chest + supply ration impossible	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/TrapsRoom.java	general
0c889a8a9b45340275c1de203baadf0ea6cb73ac	v2.4.2..v2.5.4	v2.5.0: further tweaked targeting trap max range	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/DisintegrationTrap.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/GrimTrap.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/PoisonDartTrap.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/WornDartTrap.java	general
0ac18035de2d44ab0184fae63cd3ef67b6dd0a58	v2.4.2..v2.5.4	v2.5.0: fixed earthroot and living rock not applying to bone explosion	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Skeleton.java	general
b6dd63a649f5b332c1601518e39476961668acbe	v2.4.2..v2.5.4	v2.5.0: fixed ghost and smith enchant RNG outcomes affecting levelgen	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Blacksmith.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Ghost.java	general
0d9746b5984a77c9f990b1be3cd1b3861f6b953f	v2.4.2..v2.5.4	v2.5.0: fixed self-throwing aqua brew always going up-left	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/potions/brews/AquaBrew.java	general
59727ea8641213c30955b14241e8c56ae050b669	v2.4.2..v2.5.4	v2.5.0: added game log text for when shopkeepers flee	core/src/main/assets/messages/actors/actors.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Shopkeeper.java	general
aa7b64564557e85e5a27424caa033b2f1f7fc126	v2.4.2..v2.5.4	v2.5.0: adjusted logic for landmarks, now get added based on hero action	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/Alchemy.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/Blob.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/Foliage.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/SacrificialFire.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/WaterOfAwareness.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/WaterOfHealth.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/WellWater.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/Hero.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DemonSpawner.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Mob.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Blacksmith.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Ghost.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Imp.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/RatKing.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Shopkeeper.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Wandmaker.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Statue.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/journal/Notes.java;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/WeakFloorRoom.java	slice2-candidate
b770732b06b092c980ded4590b9dd4c42a34c2a8	v2.4.2..v2.5.4	v2.5.0: Warrior's broken seal now includes glyph in name/desc	core/src/main/assets/messages/items/items.properties;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/BrokenSeal.java	general
655775d164b8636ece826fb4b2c40bfe01d10c6d	v2.4.2..v2.5.4	v2.5.0: adjusted attack indicator to hopefully fix responsiveness errors	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/AttackIndicator.java	general
