sha	review_kind	status	decision	target_batch	path_overrides	reason
2a1f46b21c18598ec8088afe9df4bee0c5909534	frontier-required	override	excluded	frontier-mixed	build.gradle=excluded	Upstream app-version and changelog or welcome metadata are excluded; they do not implement CPDU engine or tuning behavior.
d9cb56c2dcc9c22ea7c621471e63d80772ec917a	frontier-required	override	excluded	frontier-mixed	build.gradle=excluded	Upstream app-version and changelog or welcome metadata are excluded; they do not implement CPDU engine or tuning behavior.
d167ce29f1b709292fd118a96a9ea6e417c5eb5b	frontier-required	approved	slice1	hotspot-hero	-	Reviewed as Slice 1 engine or tuning work: adjusted melee acc talents to work with unarmed melee attacks.
7b7a4656d17902f2c1214dc72e4abd5298f66022	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/windows/windows.properties=slice2	Every functional hunk supports deferred Slice 2 feature work: upgrade window now shows uses left and re-shows on un-ided item.
79ed98b25b99dcfccf300c2f259f8576e376579b	frontier-required	override	mixed	slice2-feature	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndHero.java=slice1;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java=slice2	The Hero-window keybind is independent Slice 1 UI tuning; the Journal-window keybind is deferred to Slice 2.
f5f7568ac9ec62ce3c19db1d76e93c5841ad75d6	frontier-required	approved	slice2	slice2-feature	-	Reviewed as deferred Slice 2 feature work: fixed crystal guardians and spire not being recorded in journal.
fcf5b19b9e43d603d406f7d5828f8d71b6076c7b	frontier-required	override	slice1	slice2-feature	-	Transmutation preserving existing trinket identification state is a Slice 1 bugfix, not energizing or refund behavior.
919eec4a6ffb90defda007c89ff023f2db7db4b5	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/windows/windows.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/HeroSelectScene.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/RankingsScene.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/TitleScene.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/WelcomeScene.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/SPDSettings.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndVictoryCongrats.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added a new victory window after first win.
bdbaf994e833c0c524892a48e9d91f5367b76e99	frontier-required	approved	slice2	slice2-feature	-	Reviewed as deferred Slice 2 feature work: adjusted well fed buff visual duration when holding salt cube.
9799ed5ae463b127674267e5c11c23d3d352f5d4	frontier-required	override	excluded	frontier-mixed	build.gradle=excluded	Upstream app-version and changelog or welcome metadata are excluded; they do not implement CPDU engine or tuning behavior.
1e344ec17fa679b2ce0e3e5d7e815111145dae63	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/windows/windows.properties=slice2	Every functional hunk supports deferred Slice 2 feature work: fixed unknown rings revealing their stats in upgrade window.
7a2b4639ee514a5d8ada157f942a851446ebf117	frontier-required	override	slice2	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Generator.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java=slice2	Every functional hunk supports deferred Slice 2 feature work: fixed vial of blood having no assigned sprite and not spawning.
0d5a8dd57c9f8c19a52c12a07f6b8ec81131f0a6	sample	approved	slice2	slice2-feature	-	Reviewed as deferred Slice 2 feature work: fixed unintentional debug code giving gravity chaos a 100% rate.
602fa2706d0e5ea2ebdade9159b0d1e7f7b18f31	frontier-required	approved	slice2	slice2-feature	-	Reviewed as deferred Slice 2 feature work: fixed texture errors for traps/plants in journal scene.
a6c9f9276ab66604a671929e73de3bb4218f4502	frontier-required	override	excluded	frontier-mixed	build.gradle=excluded	Upstream app-version and changelog or welcome metadata are excluded; they do not implement CPDU engine or tuning behavior.
e86707bedb93501cf3fa908ac42309c92ff39647	frontier-required	approved	excluded	excluded-upstream-docs	-	Only upstream historical changelog or commentary content is changed; no CPDU engine hunk is present.
47fd533ca2ed99b219c8ffe6b37b241c6bd7aaff	frontier-required	approved	mixed	frontier-mixed	-	Scroll and potion identification plus energize UI changes are Slice 1; the Journal text hunk remains Slice 2.
c1bc73ab399381f310385eef9a51655752fe71a5	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/GravityChaosTracker.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Warlock.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added a final new very rare cursed wand effect: gravity chaos!.
aa13606d6d1f44bdb463684d08184a1dceba2b1b	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/items/items.properties=slice2	Every functional hunk supports deferred Slice 2 feature work: added a new very rare cursed wand effect: sinkhole.
4c7a5c4aa6a216e4fcf52477fb7a04fee8de799e	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/actors/actors.properties=slice2;core/src/main/assets/messages/items/items.properties=slice2	Every functional hunk supports deferred Slice 2 feature work: filled out final common/uncommon cursed wand effects.
41422a9147775aea59846ab6be7e81583bf0efe8	frontier-required	approved	slice1	platform-review	-	Reviewed as Slice 1 engine or tuning work: added better multi-monitor fullscreen support.
ac31ef1faad58a264f19dff6adc21182c3d1a0a6	frontier-required	approved	slice1	platform-review	-	Reviewed as Slice 1 engine or tuning work: undid fullscreen changes, borderless doesn't work in many cases.
daa267466e9e8963916f599a9b866097c56d9171	frontier-required	approved	slice1	platform-review	-	Reviewed as Slice 1 engine or tuning work: changed desktop fullscreen to actually use borderless window.
42c24a948f44863de0b8e5c9f42dfb310773d708	frontier-required	approved	slice2	slice2-feature	-	Reviewed as deferred Slice 2 feature work: journal badges tab no longer defaults to local always.
1b90092ad8ee0b43c8aa036ed848753cd632d215	frontier-required	override	slice2	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/effects/MagicMissile.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/traps/FlockTrap.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added 3 common and 2 uncommon cursed wand effects.
503d1b7c19b49f9746967ef2822fcd6a46fdb87d	frontier-required	override	excluded	frontier-mixed	build.gradle=excluded	Upstream app-version and changelog or welcome metadata are excluded; they do not implement CPDU engine or tuning behavior.
213f7a2f6a05e67eb80196e37468d5fc47bdbb7f	frontier-required	approved	slice1	hotspot-level	-	Reviewed as Slice 1 engine or tuning work: various inventory management changes: - waterskin now fits in the potion bandolier - styli now fit in the scroll holder - dark floors no longer contain torches, +1 vision range - increased the rate that most enemy equip drops fade (also boosted base rate for DM-200 and Golems) - bombs no longer damage equipment - stones of intuition now always get 2 uses.
fe66e03e74ddc86c62a2ba58c43466fc3996d8ff	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/actors/actors.properties=slice2;core/src/main/assets/messages/items/items.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/AnkhInvulnerability.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/Burning.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/Invulnerability.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/SuperNovaTracker.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/TimeStasis.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/Char.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/Hero.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/WandOfBlastWave.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ShatteredPixelDungeon.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added four new rare cursed wand effects.
360df46f8e14204a982b49ca1100cdf42cb5614a	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/SuperNovaTracker.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added a new very rare cursed wand effect: supernova!.
38874247563f355cfb768e8f2bb4d7b1ec3ac1cb	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/interfaces/buffs.png=slice2;core/src/main/assets/interfaces/large_buffs.png=slice2;core/src/main/assets/messages/actors/actors.properties=slice2;core/src/main/assets/messages/items/items.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/HeroDisguise.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/GameScene.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/HeroSprite.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/BuffIndicator.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/StatusPane.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndHero.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added a new very rare cursed wand effect: shapeshift!.
70df007bcf55364711b9682f0e975e5bcfabd0cd	frontier-required	override	slice2	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Elemental.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/ScrollOfMirrorImage.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ElementalSprite.java=slice2	Every functional hunk supports deferred Slice 2 feature work: complete refactor of cursed wand effect logic.
70053d933ebb1968274bf2456957cc9f72dfc6b1	frontier-required	approved	slice1	hotspot-level	-	Reviewed as Slice 1 engine or tuning work: visual adjustments to hourglass stasis effect.
7918c027649757aa89c0f029180ba3fcd497e4ef	frontier-required	approved	slice1	hotspot-char	-	Reviewed as Slice 1 engine or tuning work: fixed position swapping working when ally is paralyzed.
4ed89d58841de495edec35ab9d4bf9e5401255c8	frontier-required	approved	slice1	hotspot-dungeon	-	Reviewed as Slice 1 engine or tuning work: improved new region splashes for portrait mobile.
5373b1388ddace7f799638525e5189fe658100ee	frontier-required	approved	slice1	hotspot-dungeon,hotspot-level	-	Reviewed as Slice 1 engine or tuning work: added checks for load into invalid cells in caves & city boss.
00b4300f0f46fd0e511024c5405bfc7478ddbe16	sample	approved	slice1	cold-code	-	Reviewed as Slice 1 engine or tuning work: made a few adjustments to improve imp visibility and quest text.
19b812d104e114e4bb93857a8109d1283796a4d2	frontier-required	approved	slice1	hotspot-hero	-	Reviewed as Slice 1 engine or tuning work: adjusted on-hit talents to trigger before weapon proc fx.
3b79b0c218f196700014d5974e4321512e45ed87	frontier-required	approved	slice1	hotspot-dungeon	-	Reviewed as Slice 1 engine or tuning work: adjusted loading order for old games in progress data.
2a14110f9bbe58c8602f3e54e6552d84e5ed5b72	sample	approved	slice1	assets-localization	-	Reviewed as Slice 1 engine or tuning work: fixed an errant pixel on the icon for shrug it off talent.
5ed4162d59a96e00fe18c09d25dc78bd0787e169	frontier-required	approved	slice1	hotspot-level	-	Reviewed as Slice 1 engine or tuning work: burn & ooze now end when entring water, but do min 1 turn of dmg.
d802934b24edc2747ade92003b654569bd84edc0	frontier-required	approved	slice1	build-review	-	Reviewed as Slice 1 engine or tuning work: updated gradle, AGP, and R8.
1466dea4b358f468036414cfc88a1e3dfd1c6f19	frontier-required	approved	slice1	hotspot-char	-	Reviewed as Slice 1 engine or tuning work: adjusted combined lethality, triggering hit can now be regular.
bf56446d043e01315b1c97fb59b126eee826a822	frontier-required	approved	slice1	hotspot-char,hotspot-hero	-	Reviewed as Slice 1 engine or tuning work: various monk adjustments..
5f0ab29a4e730f01b31efa6f54b037b55cce1b12	frontier-required	approved	slice1	hotspot-level	-	Reviewed as Slice 1 engine or tuning work: cleared some error correction code from the v2.4 alpha.
b7051a21947012cc58c3ff6a8ca0062abfc943db	frontier-required	approved	slice1	hotspot-hero	-	Reviewed as Slice 1 engine or tuning work: T2 talent buffs:.
ab7bcf027a06b558281e557a5025217d72f37d07	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/assets/sprites/items.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/WaterOfHealth.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/Healing.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Dewdrop.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/potions/PotionOfHealing.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added a new trinket: vial of blood.
c84e4852ee7f3de03ff9abbd5f17b50160257aaa	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/assets/sprites/items.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/Hunger.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/Regeneration.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/WellFed.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Generator.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/sprites/ItemSpriteSheet.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added a new trinket: salt cube.
ed6d26e0a7972247416d7257b77738c0b912f97a	frontier-required	approved	slice1	hotspot-dungeon,hotspot-level	-	Reviewed as Slice 1 engine or tuning work: mimics are now sneaky if hero had mimic tooth when they spawned.
b2cc9f38039e0e317b2153220f8b8c6ea452106d	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/abilities/mage/WildMagic.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/Wand.java=slice2	Every functional hunk supports deferred Slice 2 feature work: bonus cursed zaps from wondrous resin are now always positive.
e4d08e9ca0f0b1fbed75b0d44db1ac0317ca1bea	frontier-required	override	slice1	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/DimensionalSundial.java=slice1	Dimensional Sundial day and night changes tune an existing v2.4 trinket and remain in Slice 1.
0577817234f5902c9afed4284af33254479ec8b0	frontier-required	override	slice1	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/ThirteenLeafClover.java=slice1	Thirteen Leaf Clover combat-roll changes tune an existing v2.4 trinket and remain in Slice 1.
e93d5da65d75b03ca60ea722ded63776df05bc6a	frontier-required	override	slice1	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/trinkets/MossyClump.java=slice1	Mossy Clump and grassy-floor dew changes tune existing behavior and remain in Slice 1.
02728ae770de42d0e5725ecd750350f228790fbe	frontier-required	override	slice2	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/CustomNoteButton.java=slice2	Every functional hunk supports deferred Slice 2 feature work: fixed custom item notes not properly assigning ID.
53139c9e5c0453daaf427d19a3814d7ebb08d892	frontier-required	approved	slice2	slice2-feature	-	Reviewed as deferred Slice 2 feature work: renamed badges scene to journal scene.
ebaace5f946aaf41760d0997f41f108bd6907c8a	frontier-required	approved	slice2	slice2-feature	-	Reviewed as deferred Slice 2 feature work: added full journal functionality to the badges scene.
3dbcfef056cfe5c70c0bd4c9f734c714fe164a1e	frontier-required	override	mixed	slice2-feature	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/changelist/v0_6_X_Changes.java=excluded	Journal badges-tab implementation is Slice 2, but the upstream historical changelist edit is excluded.
4071a47a5612e5cc0744f1dbcafe7c335603bdc8	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/ui/ui.properties=slice2;core/src/main/assets/messages/windows/windows.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/EquipableItem.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Item.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/potions/Potion.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/Ring.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/Scroll.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/PixelScene.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/CustomNoteButton.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndBag.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java=slice2	Every functional hunk supports deferred Slice 2 feature work: finished custom note functionality!.
5139de28002375f66ad2b9a74f2371ac30a26717	frontier-required	override	slice2	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/armor/Armor.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/artifacts/Artifact.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/food/Pasty.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/potions/Potion.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/Ring.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/Scroll.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/wands/Wand.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/Waterskin.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/melee/MeleeWeapon.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/missiles/MissileWeapon.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/weapon/SpiritBow.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/plants/Plant.java=slice2	Every functional hunk supports deferred Slice 2 feature work: code improvements to item desc vs. item info methods.
b0b2a32a846d924410237e4a5b58d2c9bb0292a6	frontier-required	approved	slice2	slice2-feature	-	Reviewed as deferred Slice 2 feature work: fixed the position of secondary icons in the journal grid UI.
8e99b51cf905028aa78029917c5db7e3729de8f9	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/ui/ui.properties=slice2;core/src/main/assets/messages/windows/windows.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/CustomNoteButton.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added functionality for custom note! Only plain text notes atm.
651cc8631a7f9ae9156dc6dd16828f69765561df	frontier-required	approved	slice1	hotspot-level	-	Reviewed as Slice 1 engine or tuning work: fixed sealed level resetting not clearing bomb fuses.
0ac18035de2d44ab0184fae63cd3ef67b6dd0a58	sample	approved	slice1	cold-code	-	Reviewed as Slice 1 engine or tuning work: fixed earthroot and living rock not applying to bone explosion.
aa7b64564557e85e5a27424caa033b2f1f7fc126	frontier-required	override	slice2	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/Alchemy.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/Blob.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/Foliage.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/SacrificialFire.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/WaterOfAwareness.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/WaterOfHealth.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/blobs/WellWater.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/Hero.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/DemonSpawner.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Mob.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Blacksmith.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Ghost.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Imp.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/RatKing.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Shopkeeper.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/Wandmaker.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Statue.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/WeakFloorRoom.java=slice2	Every functional hunk supports deferred Slice 2 feature work: adjusted logic for landmarks, now get added based on hero action.
60c56a1253faf25f9ecf99c49fa5bfaaef30a074	frontier-required	approved	slice2	slice2-feature	-	Reviewed as deferred Slice 2 feature work: fixed auto-aim not correctly interacting with cursed wands.
6b9940e88534756a0d3f5f81cd76feef6afa2111	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/environment/custom_tiles/weak_floor.png=slice2;core/src/main/assets/interfaces/icons.png=slice2;core/src/main/assets/messages/levels/levels.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/npcs/RatKing.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/rooms/special/WeakFloorRoom.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/Icons.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/MenuPane.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/ScrollingGridPane.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java=slice2	Every functional hunk supports deferred Slice 2 feature work: improved landmark contents, brightened distant wells a bit.
da42665e80227bfd978613303edfd32f113495d1	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/levels/levels.properties=slice2;core/src/main/assets/messages/scenes/scenes.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/levels/Level.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/GameScene.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/MenuPane.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added landmark functionality for level feelings.
995a8836c3f860c4779b893f6b6af8f5a141aedb	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/interfaces/icons.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/Icons.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/ScrollingGridPane.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndHeroInfo.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java=slice2	Every functional hunk supports deferred Slice 2 feature work: added new icons for some existing landmarks.
40afe2a22cb414c32c4b4c994f1906048dfffce1	frontier-required	override	mixed	frontier-mixed	core/src/main/assets/interfaces/icons.png=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/HeroSelectScene.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/Icons.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndGame.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndGameInProgress.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndRanking.java=slice2	Functional hunks support the deferred Journal or catalog UI, while upstream changelist or welcome documentation remains excluded.
75532abf00cff69b877ef3cc53306f8ae6427641	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/interfaces/icons.png=slice2;core/src/main/assets/interfaces/menu_button.png=slice2;core/src/main/assets/messages/items/items.properties=slice2;core/src/main/assets/messages/windows/windows.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/buffs/Hunger.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/hero/Hero.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/actors/mobs/Snake.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/EquipableItem.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/keys/Key.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/scenes/GameScene.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/Icons.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/MenuPane.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java=slice2	Every functional hunk supports deferred Slice 2 feature work: various UI/UX improvements to the journal and guidebook.
dd9f90c3723204e69620dbef1bed0d619beec0d0	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/windows/windows.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/ui/ScrollingGridPane.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/windows/WndJournal.java=slice2	Every functional hunk supports deferred Slice 2 feature work: converted notes tab to use new grid UI.
c861f8cef81fe5f704cc5ae98efc54c63c3ab8bd	frontier-required	override	slice2	frontier-mixed	core/src/main/assets/messages/items/items.properties=slice2;core/src/main/assets/messages/windows/windows.properties=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/scrolls/ScrollOfUpgrade.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/spells/MagicalInfusion.java=slice2	Every functional hunk supports deferred Slice 2 feature work: final behaviour improvements to new upgrade window.
f232a5d1e8a48d47093efa08b88a79c48c75faea	frontier-required	override	slice2	frontier-mixed	core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfAccuracy.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfArcana.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfElements.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfEnergy.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfEvasion.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfForce.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfFuror.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfHaste.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfMight.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfSharpshooting.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfTenacity.java=slice2;core/src/main/java/com/shatteredpixel/shatteredpixeldungeon/items/rings/RingOfWealth.java=slice2	Every functional hunk supports deferred Slice 2 feature work: fixed upgrade window ring stats not accounting for curses.
